id;gender;masterCategory;subCategory;articleType;baseColour;season;year;usage;productDisplayName;filename;link;gender_group
47207;Men;Footwear;Shoes;Formal Shoes;Brown;Summer;2012;Casual;Franco Leone Men Brown Shoes;47207.jpg;http://assets.myntassets.com/v1/images/style/properties/79da23dbbd21ac66596cb36cebd2fd6f_images.jpg;MEN
19032;Women;Footwear;Shoes;Flats;Beige;Winter;2015;Casual;Catwalk Women Beige Spectator Shoes;19032.jpg;http://assets.myntassets.com/v1/images/style/properties/b1a0d0b8c741f8f1e263622e2aeb2a9c_images.jpg;WOMEN
12422;Women;Footwear;Shoes;Casual Shoes;Pink;Fall;2011;Casual;Timberland Women Casual Pink Casual Shoes;12422.jpg;http://assets.myntassets.com/v1/images/style/properties/cc8683c2c9aca0fb1d259b3568d68787_images.jpg;WOMEN
32526;Men;Personal Care;Fragrance;Perfume and Body Mist;Red;Spring;2017;Casual;Tonino Lamborghini Men Feroce Perfume;32526.jpg;http://assets.myntassets.com/v1/images/style/properties/017cd14c536585b4a94ea63171e9c8dd_images.jpg;MEN
36113;Men;Accessories;Wallets;Wallets;Brown;Summer;2012;Casual;OTLS Men Brown Drake Wallet;36113.jpg;http://assets.myntassets.com/v1/images/style/properties/OTLS-Men-Brown-Wallet_509cb00a138763ec69fbd9446bdaf7da_images.jpg;MEN
48784;Women;Accessories;Jewellery;Pendant;Silver;Summer;2013;Casual;Lucera Women Silver Pendant;48784.jpg;http://assets.myntassets.com/v1/images/style/properties/d48c79ebb6b295dbce92b124e66e97df_images.jpg;WOMEN
39470;Women;Apparel;Topwear;Kurtis;Red;Summer;2012;Ethnic;Diva Women Red Kurti;39470.jpg;http://assets.myntassets.com/v1/images/style/properties/bd0c90d2ff2ed8fdb9ee288086ef3de2_images.jpg;WOMEN
15277;Men;Accessories;Socks;Socks;Black;Fall;2011;Sports;Nike Men pack of 3 Sports Socks;15277.jpg;http://assets.myntassets.com/v1/images/style/properties/5936096b3ea707a2da349211395d3393_images.jpg;MEN
57753;Women;Personal Care;Makeup;Foundation and Primer;Skin;Spring;2017;Casual;Lotus Herbals Sand Naturalblend Comfort Liquid Foundation 310;57753.jpg;http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Sand-Naturalblend-Comfort-Liquid-Foundation-310_5d32a583b56a2cfbe9c6711bfd37fc82_images.jpg;WOMEN
52465;Women;Apparel;Innerwear;Camisoles;Black;Winter;2015;Casual;Red Rose Black Camisole;52465.jpg;http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Black-Bra_776671f2764c53f338d3c34bbff28172_images.jpg;WOMEN
55967;Women;Personal Care;Lips;Lipstick;Red;Spring;2017;Casual;Colorbar Velvet Matte All Fired Lipstick 83V;55967.jpg;http://assets.myntassets.com/assets/images/55967/2019/1/11/9d38a613-74bc-43a0-b675-fbde6d5850c01547189338569-Colorbar-Velvet-Matte-All-Fired-Lipstick-83V-956154718933808-1.jpg;WOMEN
39126;Women;Apparel;Bottomwear;Leggings;Yellow;Fall;2012;Casual;Aneri Women Yellow Leggings;39126.jpg;http://assets.myntassets.com/v1/images/style/properties/7995676edd8916b582bcbab4b96992c1_images.jpg;WOMEN
17205;Women;Accessories;Eyewear;Sunglasses;Black;Winter;2016;Casual;United Colors of Benetton Women Funky Eyewear Black Sunglass;17205.jpg;http://assets.myntassets.com/v1/images/style/properties/e3efa20d09136acef3cb2f777bc1e7c8_images.jpg;WOMEN
59112;Men;Apparel;Topwear;Jackets;Olive;Summer;2012;Casual;Just Natural Men Olive Jacket;59112.jpg;http://assets.myntassets.com/v1/images/style/properties/Just-Natural-Men-Olive-Jacket_f5611f6139262d6313a528e6682f9442_images.jpg;MEN
53078;Women;Accessories;Bags;Clutches;Pink;Summer;2012;Casual;Rocia Women Purple Clutch;53078.jpg;http://assets.myntassets.com/v1/images/style/properties/4dfe11fc1112c88c2989cd330e32fbb5_images.jpg;WOMEN
18792;Men;Accessories;Wallets;Wallets;Brown;Fall;2010;Casual;Peter England Men Elements Brown Wallet;18792.jpg;http://assets.myntassets.com/v1/images/style/properties/02b1b3b105e9a40fb11204a3ea6947ed_images.jpg;MEN
48340;Women;Accessories;Jewellery;Necklace and Chains;Silver;Fall;2012;Casual;Pitaraa Silver Ball Necklace;48340.jpg;http://assets.myntassets.com/v1/images/style/properties/3ac18cca7963bdc6cbe729b65d49e384_images.jpg;WOMEN
5001;Women;Apparel;Bottomwear;Capris;Blue;Summer;2011;Casual;Gini and Jony Girl's Tamira Blue Kidswear;5001.jpg;http://assets.myntassets.com/v1/images/style/properties/7c3faf4c0db9cf2c1fcc33b0819e56da_images.jpg;WOMEN
27755;Men;Accessories;Wallets;Wallets;Black;Winter;2015;Casual;Bulchee Men Black Wallet;27755.jpg;http://assets.myntassets.com/v1/images/style/properties/Bulchee-Men-Black-Wallet6756a66773ebfbf2943a4145017c5d47_images.jpg;MEN
59463;Women;Accessories;Jewellery;Ring;Silver;Summer;2015;Casual;Lucera Women Silver Ring;59463.jpg;http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_4bac7a62324c00a0322f7368ad7048f7_images.jpg;WOMEN
27466;Women;Apparel;Innerwear;Briefs;Black;Winter;2017;Casual;Jockey Women Black Bikini Brief 1803-0105;27466.jpg;http://assets.myntassets.com/assets/images/27466/2019/1/17/0aa3c12f-5c2d-4cca-9f52-44125765f2591547707740088-Jockey-Women-Black-Bikini-Briefs-1803-0105-6481547707738991-1.jpg;WOMEN
33972;Women;Apparel;Topwear;Shirts;Blue;Summer;2012;Casual;Femella Women Blue Checked Shirt;33972.jpg;http://assets.myntassets.com/v1/images/style/properties/d446264cded5dfa82a76e2bd84b08de6_images.jpg;WOMEN
50021;Women;Apparel;Bottomwear;Leggings;Brown;Winter;2015;Casual;Hanes Women Brown Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings;50021.jpg;http://assets.myntassets.com/v1/images/style/properties/7dc73cff668d2530f82e2a505526387f_images.jpg;WOMEN
44011;Men;Personal Care;Fragrance;Perfume and Body Mist;Black;Spring;2017;Casual;Police Men Pure Perfume;44011.jpg;http://assets.myntassets.com/v1/images/style/properties/4c8612116c18c88098168f58ffb86198_images.jpg;MEN
24607;Women;Apparel;Bottomwear;Jeans;Blue;Fall;2011;Casual;Spykar Women Blue Washed Jeans;24607.jpg;http://assets.myntassets.com/v1/images/style/properties/3be404ee2bf152880b89d71b866277c7_images.jpg;WOMEN
19355;Women;Apparel;Innerwear;Briefs;Blue;Summer;2017;Casual;Beyouty Women B01 Combo1 Fashion  Low-Rise Pack of 3 Breifs;19355.jpg;http://assets.myntassets.com/v1/images/style/properties/701f436c5d8e26d3e6782181249a1dc0_images.jpg;WOMEN
25104;Women;Accessories;Belts;Belts;Brown;Winter;2015;Casual;Lino Perros Women Brown Belts;25104.jpg;http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Brown-Belts0deac57f3f2d5259669c622fcfc315b8_images.jpg;WOMEN
55443;Women;Personal Care;Lips;Lipstick;Brown;Spring;2017;Casual;Revlon Color Burst Chocolate Lipstick 60;55443.jpg;http://assets.myntassets.com/v1/images/style/properties/Revlon-Color-Brust-Chocolate-Lipstick-60_374ccfd805732c2bc0da78922e972b8e_images.jpg;WOMEN
20221;Men;Apparel;Topwear;Sweaters;Charcoal;Fall;2011;Casual;Wrangler Men Rib Charcoal Sweater;20221.jpg;http://assets.myntassets.com/v1/images/style/properties/d3001cdb5783354fcf49cfebcbf4c442_images.jpg;MEN
45993;Women;Apparel;Saree;Sarees;Maroon;Summer;2012;Ethnic;Fabindia Maroon Mangalgiri Saree;45993.jpg;http://assets.myntassets.com/v1/images/style/properties/61b4dd9a5f00d528bfde769b5b594143_images.jpg;WOMEN
48946;Men;Accessories;Jewellery;Ring;Steel;Summer;2012;Casual;Revv Men Steel Ring;48946.jpg;http://assets.myntassets.com/v1/images/style/properties/63e242c6b3fdd3af2f28c532a7573adb_images.jpg;MEN
49810;Women;Footwear;Flip Flops;Flip Flops;Brown;Winter;2012;Casual;iPanema Women Brown Flip Flops;49810.jpg;http://assets.myntassets.com/v1/images/style/properties/2b9a7392ab6e6ab2defa2c7c23db5367_images.jpg;WOMEN
44726;Women;Footwear;Flip Flops;Flip Flops;Grey;Summer;2010;Casual;Lotto Women Grey Flip Flop;44726.jpg;http://assets.myntassets.com/v1/images/style/properties/bb696c132737a3f9f9af2a63fe3f0630_images.jpg;WOMEN
42238;Women;Apparel;Topwear;Tunics;Grey;Summer;2012;Casual;Sepia Women Grey Tunic;42238.jpg;http://assets.myntassets.com/v1/images/style/properties/53ff8a56c25496d8e3d5d8f441d40431_images.jpg;WOMEN
47584;Women;Footwear;Shoes;Flats;Brown;Winter;2012;Casual;Portia Women Silver Flats;47584.jpg;http://assets.myntassets.com/v1/images/style/properties/554141aa70f84f9d6814d0eec1730d42_images.jpg;WOMEN
23822;Men;Footwear;Flip Flops;Flip Flops;Red;Summer;2012;Casual;Puma Men Breeze Red Flip Flops;23822.jpg;http://assets.myntassets.com/v1/images/style/properties/982e0bf3c351aa407d629531c0a249cc_images.jpg;MEN
58151;Men;Accessories;Headwear;Caps;Black;Summer;2012;Casual;Puma Men Black Cap;58151.jpg;http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-Cap_c4e2b74e1ba6eeeb5adbb4f975eb2a20_images.jpg;MEN
49837;Women;Footwear;Flip Flops;Flip Flops;Blue;Winter;2012;Casual;iPanema Women Blue Flip Flops;49837.jpg;http://assets.myntassets.com/v1/images/style/properties/7a1e785e8f20a59d8262680cfc1bc808_images.jpg;WOMEN
55237;Women;Personal Care;Makeup;Foundation and Primer;Skin;Spring;2017;Casual;Lakme Invisible Finish Foundation 05;55237.jpg;http://assets.myntassets.com/assets/images/55237/2018/5/3/11525323499822-Lakme-Invisible-Finish-Foundation-05-2741525323499792-1.jpg;WOMEN
25000;Women;Apparel;Bottomwear;Capris;Black;Summer;2012;Casual;United Colors of Benetton Women Black Capris;25000.jpg;http://assets.myntassets.com/v1/images/style/properties/ed16099ddffac72b7f5fd58e2159c817_images.jpg;WOMEN
21310;Women;Accessories;Eyewear;Sunglasses;Brown;Winter;2016;Casual;Celine Dion Women Brown Frame Sunglasses;21310.jpg;http://assets.myntassets.com/v1/images/style/properties/10687ee6ee3fc5e5b514ee34fbc3403d_images.jpg;WOMEN
15043;Men;Apparel;Topwear;Jackets;Black;Fall;2011;Sports;ADIDAS Men Solid Black Jackets;15043.jpg;http://assets.myntassets.com/v1/images/style/properties/473586b9c3a796a01524f697aab5fbb5_images.jpg;MEN
51590;Women;Apparel;Bottomwear;Jeggings;Navy Blue;Summer;2012;Casual;Wrangler Women Navy Blue Jeggings;51590.jpg;http://assets.myntassets.com/v1/images/style/properties/13ba6b2f911e3ae85dafe246cc6a8734_images.jpg;WOMEN
35310;Women;Accessories;Jewellery;Earrings;Silver;Winter;2016;Ethnic;Fabindia Women Anusuya Silver Earrings;35310.jpg;http://assets.myntassets.com/v1/images/style/properties/eb4df97552b232240c17207fbf9bf3ee_images.jpg;WOMEN
48747;Women;Accessories;Jewellery;Bangle;Silver;Summer;2013;Casual;Lucera Women Silver Bangle;48747.jpg;http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Bangle_98fbeb5285cb443c3503a20a33276b39_images.jpg;WOMEN
44913;Men;Apparel;Bottomwear;Track Pants;White;Summer;2012;Casual;Puma Men White Track Pants;44913.jpg;http://assets.myntassets.com/v1/images/style/properties/48dd520bbca9b3d03065be7cc821087b_images.jpg;MEN
46940;Women;Personal Care;Fragrance;Perfume and Body Mist;Yellow;Spring;2017;Casual;York Women Miss No 1 Perfume;46940.jpg;http://assets.myntassets.com/v1/images/style/properties/e3334b1243bd3a969f1228b2d7b06247_images.jpg;WOMEN
51594;Women;Apparel;Bottomwear;Jeggings;Blue;Summer;2012;Casual;Wrangler Women Blue Jeggings;51594.jpg;http://assets.myntassets.com/v1/images/style/properties/46451539dcb26e6e922e07c9a691d2bf_images.jpg;WOMEN
52475;Women;Apparel;Loungewear and Nightwear;Bath Robe;White;Winter;2015;;Red Rose White & Red Dot Print Bath Robe;52475.jpg;http://assets.myntassets.com/assets/images/52475/2016/1/4/11451906716090-Red-Rose-Women-White--Red-Polka-Dot-Print-Bath-Robe-8241451906713582-1.jpg;WOMEN
43300;Men;Footwear;Flip Flops;Flip Flops;Yellow;Summer;2012;Casual;United Colors of Benetton Men Yellow & Black Flip Flop;43300.jpg;http://assets.myntassets.com/v1/images/style/properties/f6a19a985bfec69fea0eacd4f2a8a67e_images.jpg;MEN
17975;Women;Footwear;Sandal;Sports Sandals;Navy Blue;Fall;2011;Casual;Puma Women Navy Blue Sandal;17975.jpg;http://assets.myntassets.com/v1/images/style/properties/ad5d657ef6defbd129be9208e3f26a98_images.jpg;WOMEN
54090;Women;Apparel;Topwear;Kurtis;White;Summer;2012;Ethnic;Mumbai Slang Women White Kurti;54090.jpg;http://assets.myntassets.com/v1/images/style/properties/Mumbai-Slang-Women-White-Kurta_94e770acf5b819636c07118a70ef84a6_images.jpg;WOMEN
47560;Women;Footwear;Shoes;Flats;Maroon;Winter;2014;Casual;Portia Women Maroon Flats;47560.jpg;http://assets.myntassets.com/v1/images/style/properties/0df3ac5f053b7214ab96a4247ac646bf_images.jpg;WOMEN
56109;Women;Personal Care;Lips;Lip Gloss;Red;Spring;2017;Casual;ColorBar Temptress Lip Pot 018;56109.jpg;http://assets.myntassets.com/assets/images/56109/2019/1/11/05d2cecf-a178-4c98-b233-52eb068879a61547196907936-ColorBar-Temptress-Lip-Pot-018-2621547196907871-1.jpg;WOMEN
25770;Men;Apparel;Topwear;Suspenders;Black;Summer;2012;Formal;Lino Perros Men Black Suspenders;25770.jpg;http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Men-Black-Suspenders_88ddb91433d9bbaf7c3779eb903f4a5d_images.jpg;MEN
57733;Women;Personal Care;Lips;Lip Care;Brown;Spring;2017;;Lotus Herbals Cocoa Lip Balm;57733.jpg;http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Cocoa-Lip-Balm_5dc9840118510ce07ab88df756f8f622_images.jpg;WOMEN
56059;Women;Personal Care;Lips;Lip Gloss;Brown;Spring;2017;Casual;Colorbar Extra Durable Cosmo Lip Color 10;56059.jpg;http://assets.myntassets.com/v1/images/style/properties/Colorbar-Extra-Durable-Cosmo-Lip-Color-10_5ebca8063459c4131f4a24637ffffc5d_images.jpg;WOMEN
59616;Women;Apparel;Saree;Sarees;Purple;Summer;2012;Ethnic;FNF Purple Wedding Collection Sari;59616.jpg;http://assets.myntassets.com/v1/images/style/properties/FNF-Purple---Bronze-Collection-for-Wedding-Sari_9638313583f0762bf81fd5162bc9a68d_images.jpg;WOMEN
50321;Women;Apparel;Topwear;Kurtis;Black;Summer;2012;Ethnic;Aurelia Women Black Kurti;50321.jpg;http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Black-Kurta_2c653aff6557df87eba31b9986d6a574_images.jpg;WOMEN
12676;Men;Apparel;Bottomwear;Trousers;Brown;Fall;2011;Casual;Probase Men Solid Brown Trousers;12676.jpg;http://assets.myntassets.com/v1/images/style/properties/c1578fbd420510090285e87cbc66b98e_images.jpg;MEN
32746;Women;Footwear;Shoes;Sports Shoes;Black;Summer;2012;Sports;FILA Women Skeletoes Slide Black Shoes;32746.jpg;http://assets.myntassets.com/v1/images/style/properties/5c5b86ab99b13188339fc2c658d32ecb_images.jpg;WOMEN
28216;Women;Personal Care;Fragrance;Deodorant;Green;Spring;2017;Casual;YARDLEY Women Jasmine Deodorant;28216.jpg;http://assets.myntassets.com/v1/images/style/properties/Yardley-London-Women-Jasmine-Deo_3ba1dad8bbdfa2f12d6b6f0bce6e99c2_images.jpg;WOMEN
48741;Men;Accessories;Jewellery;Bangle;Steel;Summer;2012;Casual;Revv Men Steel Bangle;48741.jpg;http://assets.myntassets.com/v1/images/style/properties/ad5c8f8903f763faf1891673067b854c_images.jpg;MEN
55398;Women;Personal Care;Eyes;Mascara;Black;Spring;2017;Casual;Revlon Lash Fantasy Blackest Black Mascara And Primer;55398.jpg;http://assets.myntassets.com/v1/images/style/properties/Revlon-Lash-Fantasy-Blackest-Black-Mascara-And-Primer_081656b2e0a84871d47b1b40930f1e0f_images.jpg;WOMEN
43704;Women;Accessories;Jewellery;Jewellery Set;Green;Summer;2012;Casual;Royal Diadem Green Earring & Pendant Set;43704.jpg;http://assets.myntassets.com/v1/images/style/properties/b5a164f634a692a5a81295e47b37f818_images.jpg;WOMEN
19955;Men;Apparel;Topwear;Sweaters;Purple;Fall;2011;Casual;United Colors Of Benetton Men Purple Sweater;19955.jpg;http://assets.myntassets.com/v1/images/style/properties/757c274d532e0dae0c5f705e50978f22_images.jpg;MEN
18791;Men;Accessories;Wallets;Wallets;Black;Summer;2011;Casual;Peter England Men Elements Black Wallet;18791.jpg;http://assets.myntassets.com/v1/images/style/properties/3ff6d379741825cf1f33437252fed861_images.jpg;MEN
49704;Men;Accessories;Ties;Ties;Blue;Summer;2012;Casual;Park Avenue Men Blue Tie;49704.jpg;http://assets.myntassets.com/v1/images/style/properties/d9590a22a0417ca6a38fcde931f7034f_images.jpg;MEN
28505;Men;Apparel;Bottomwear;Shorts;Grey;Summer;2012;Sports;Nike Men Tempo Grey Shorts;28505.jpg;http://assets.myntassets.com/v1/images/style/properties/87568f1035443333fcb90f93bab8ad73_images.jpg;MEN
49956;Men;Apparel;Bottomwear;Shorts;Black;Summer;2016;Casual;Hanes Men Black Panelled 3/4th Pants;49956.jpg;http://assets.myntassets.com/v1/images/style/properties/Hanes-Men-Black-34-Length-Pants_dfde6adbd6e94538191985b20d4f8971_images.jpg;MEN
30780;Men;Apparel;Topwear;Kurtas;Blue;Summer;2012;Ethnic;Fabindia Men Striped Blue Striped Kurta;30780.jpg;http://assets.myntassets.com/v1/images/style/properties/3149b0c9d91b4f46c3fb7046b39315d4_images.jpg;MEN
30709;Women;Accessories;Bags;Clutches;Red;Summer;2012;Ethnic;Fabindia Red Silk Sling Purse;30709.jpg;http://assets.myntassets.com/v1/images/style/properties/3e9a0744249bda2bdaa6617e82e6481d_images.jpg;WOMEN
32203;Men;Apparel;Topwear;Kurtas;Blue;Summer;2012;Ethnic;Fabindia Men Printed Blue Kurta;32203.jpg;http://assets.myntassets.com/v1/images/style/properties/7305a2b9162f656bf8f315ba7e67a1ac_images.jpg;MEN
5575;Girls;Apparel;Bottomwear;Skirts;Green;Summer;2011;Casual;Ant Kids Girl's Green Kidswear;5575.jpg;http://assets.myntassets.com/v1/images/style/properties/f2ec93a92dc6cc6c41e9442f3e1f7d7a_images.jpg;WOMEN
43098;Women;Personal Care;Fragrance;Deodorant;Purple;Spring;2017;Casual;Reebok Women Pack of 3 Deo;43098.jpg;http://assets.myntassets.com/v1/images/style/properties/Reebok-Women-Pack-of-3-Deo_b0a734de8513ad707df2d94a3f395934_images.jpg;WOMEN
48760;Women;Accessories;Jewellery;Jewellery Set;White;Summer;2012;Casual;Miki Pearl Women Ivory Jewellery Set;48760.jpg;http://assets.myntassets.com/v1/images/style/properties/861323fe736fa1bfdaeeb75a2be31bfa_images.jpg;WOMEN
44016;Men;Personal Care;Bath and Body;Body Wash and Scrub;Silver;Spring;2017;Casual;BOSS Men Selection Shower Gel;44016.jpg;http://assets.myntassets.com/v1/images/style/properties/dddab7caab3a41b87fd45ce09be7f445_images.jpg;MEN
19333;Women;Apparel;Topwear;Jackets;Navy Blue;Fall;2011;Casual;United Colors of Benetton Women Solid Navy Blue Jacket;19333.jpg;http://assets.myntassets.com/v1/images/style/properties/53b6f0bc86a1fad24287fc5eda84bd60_images.jpg;WOMEN
52408;Women;Apparel;Loungewear and Nightwear;Nightdress;Maroon;Winter;2015;Casual;Red Rose Women Maroon Nightdress;52408.jpg;http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-Maroon-Nightdress_d0b099f8ee10a63587c518140470fd8d_images.jpg;WOMEN
34901;Women;Apparel;Topwear;Dupatta;Olive;Summer;2012;Ethnic;Fabindia Olive Green Hand Printed Kota Dupatta;34901.jpg;http://assets.myntassets.com/v1/images/style/properties/e4f33a9741fb3146a6fe191f040ded6d_images.jpg;WOMEN
52500;Women;Apparel;Loungewear and Nightwear;Baby Dolls;Purple;Winter;2015;Casual;Red Rose Purple Nightdress;52500.jpg;http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Purple-Nightdress_275a60de7e4a398770892c9b8185d3c8_images.jpg;WOMEN
44133;Women;Personal Care;Fragrance;Perfume and Body Mist;Silver;Spring;2017;Casual;DKNY Women Perfume;44133.jpg;http://assets.myntassets.com/v1/images/style/properties/1b547d4866136662b456abc6399870be_images.jpg;WOMEN
34908;Women;Apparel;Topwear;Dupatta;Black;Summer;2012;Ethnic;Fabindia Women Black Dupatta;34908.jpg;http://assets.myntassets.com/v1/images/style/properties/f4f9110b8cf3f3f92be9b7d61c63d943_images.jpg;WOMEN
14598;Women;Apparel;Bottomwear;Stockings;Purple;Summer;2011;Casual;United Colors of Benetton Women Solid Purple Stockings;14598.jpg;http://assets.myntassets.com/v1/images/style/properties/e9493dfcf2bdbf356a2b47021ef0d8da_images.jpg;WOMEN
48728;Women;Accessories;Jewellery;Earrings;Silver;Summer;2015;Casual;Lucera Women Silver Earrings;48728.jpg;http://assets.myntassets.com/v1/images/style/properties/b43abda6bdec9a91404041f3488e7413_images.jpg;WOMEN
27964;Men;Apparel;Innerwear;Innerwear Vests;Black;Summer;2016;Casual;Jockey Men Black Innerwear Vest;27964.jpg;http://assets.myntassets.com/v1/images/style/properties/b18a804f8f6fd6921436bfe7090a0756_images.jpg;MEN
52472;Women;Apparel;Loungewear and Nightwear;Bath Robe;Pink;Winter;2015;Casual;Red Rose Women White & Pink Polka Dot Print Bath Robe;52472.jpg;http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-Bath-Robe_b47ef24153050e66fce7429a01204ca9_images.jpg;WOMEN
3323;Men;Apparel;Topwear;Jackets;Blue;Summer;2011;Sports;KKR Mens Fangear Tee;3323.jpg;http://assets.myntassets.com/v1/images/style/properties/KKR-Mens-Fangear-Tee_446ccb02da172860b4b5f414c2da146d_images.jpg;MEN
39011;Girls;Apparel;Bottomwear;Leggings;Blue;Summer;2012;Casual;Gini and Jony Girls Happy Style Blue Leggings;39011.jpg;http://assets.myntassets.com/v1/images/style/properties/9f7f2477e61d460ddfee2f7ad37010f4_images.jpg;WOMEN
6353;Girls;Footwear;Sandal;Sandals;Pink;Summer;2015;Casual;Crocs Girls Pink Clogs;6353.jpg;http://assets.myntassets.com/v1/images/style/properties/8e0abca225635f72605f2a7e3b5cff85_images.jpg;WOMEN
56065;Women;Personal Care;Lips;Lip Gloss;Maroon;Spring;2017;Casual;Colorbar Extra Durable Sauve Lip Color 001;56065.jpg;http://assets.myntassets.com/assets/images/56065/2019/1/11/74f9ac2c-0709-43e3-9e1f-ca52e5560d151547191412610-Colorbar-Extra-Durable-Sauve-Lip-Color-001-5271547191412540-1.jpg;WOMEN
49769;Women;Apparel;Topwear;Tunics;White;Summer;2012;Casual;Alma Women White Tunic;49769.jpg;http://assets.myntassets.com/v1/images/style/properties/Alma-Women-White-Kurta_93a676fa1d399e91898ebcbb78ee05cf_images.jpg;WOMEN
59523;Women;Accessories;Jewellery;Earrings;Silver;Summer;2015;Casual;Lucera Silver Earrings;59523.jpg;http://assets.myntassets.com/v1/images/style/properties/Lucera-Silver-Earrings_7ea068c0af4d348c2271017173fc8fd2_images.jpg;WOMEN
58112;Women;Accessories;Jewellery;Earrings;Brown;Fall;2012;Casual;Rreverie Dark Brown & Turquoise Earrings;58112.jpg;http://assets.myntassets.com/v1/images/style/properties/Rreverie-Black---Turquoise-Earrings_6bab6b10ecd4fae20a2bc6a96efa46c7_images.jpg;WOMEN
28878;Women;Apparel;Bottomwear;Leggings;Lavender;Summer;2012;Casual;BIBA OUTLET Women Lavender Leggings;28878.jpg;http://assets.myntassets.com/v1/images/style/properties/a433f29ac78e2dd25a1684266eb1359c_images.jpg;WOMEN
25106;Women;Accessories;Belts;Belts;Brown;Winter;2015;Casual;Lino Perros Women Brown Belt;25106.jpg;http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Casual-Brown-Beltf93aaff6a86baecfe8f0b57475f648e3_images.jpg;WOMEN
40427;Women;Apparel;Dress;Jumpsuit;Olive;Summer;2012;Casual;Tonga Women Beige Jumpsuit;40427.jpg;http://assets.myntassets.com/v1/images/style/properties/3814f9020b5c74c8412be1c07babfb99_images.jpg;WOMEN
35209;Women;Accessories;Bags;Backpacks;Pink;Spring;2013;Casual;Wildcraft Women Pink & Grey Backpack;35209.jpg;http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Women-Polyester-Pink-Backpack_fbbb26b958f7c4d317330f59e4834072_images.jpg;WOMEN
22548;Women;Personal Care;Fragrance;Deodorant;Purple;Spring;2017;Casual;Reebok Women Reestyle Deo;22548.jpg;http://assets.myntassets.com/v1/images/style/properties/951c290509c70c177ac391f0006468f9_images.jpg;WOMEN
59948;Women;Personal Care;Fragrance;Deodorant;Black;Spring;2017;Casual;Taylor of London Women Red Ribbon Deo;59948.jpg;http://assets.myntassets.com/v1/images/style/properties/Taylor-of-London-Red-Ribbon-Deo_2cd4402539a2e5165feb6c6cb0d4bffe_images.jpg;WOMEN
18888;Women;Apparel;Topwear;Shirts;Purple;Fall;2011;Casual;Arrow Woman Sylvia Purple Shirt;18888.jpg;http://assets.myntassets.com/v1/images/style/properties/5b82a50ac68fcc44149cf83e0731b0fb_images.jpg;WOMEN
50004;Women;Apparel;Innerwear;Bra;Grey Melange;Winter;2015;Sports;Hanes Women Grey Melange Cotton Stretch Shirred Crop Top Bra;50004.jpg;http://assets.myntassets.com/v1/images/style/properties/Hanes-Grey-Melange-Eden-Bra_10e925ace532d3cae0eec0e846893cb9_images.jpg;WOMEN
46637;Women;Personal Care;Fragrance;Deodorant;White;Spring;2017;Casual;Rasasi Women Feelings Deo;46637.jpg;http://assets.myntassets.com/v1/images/style/properties/4f4da8b583f50b961b9cfe66669a00e8_images.jpg;WOMEN
22464;Women;Apparel;Bottomwear;Leggings;Black;Fall;2011;Casual;Myntra Women Black Patiala Salwar;22464.jpg;http://assets.myntassets.com/v1/images/style/properties/e86d30d2b002aacbfbcc0df90ecf1e4a_images.jpg;WOMEN
15329;Men;Apparel;Topwear;Sweaters;White;Fall;2011;Sports;Nike Men Solid White Sweaters;15329.jpg;http://assets.myntassets.com/v1/images/style/properties/4467e21ff2fc8878ee0a930813edd908_images.jpg;MEN
57091;Women;Apparel;Bottomwear;Skirts;Black;Summer;2012;Casual;Elle Women Black Skirt;57091.jpg;http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Black-Skirt_90139a8bf131ec0f8079c300deeb805c_images.jpg;WOMEN
48939;Women;Accessories;Jewellery;Ring;Silver;Summer;2013;Casual;Lucera Women Silver Ring;48939.jpg;http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_b013dd93463675ed15afb9cd9436341a_images.jpg;WOMEN
18376;Men;Apparel;Innerwear;Trunk;Black;Summer;2016;Casual;Under Colors of Benetton Men Black Boxer Trunks;18376.jpg;http://assets.myntassets.com/v1/images/style/properties/Undercolors-of-Benetton-Men-Blue-Boxer-Briefs_5d9aa58ac8be0f80997d28a9f51245d1_images.jpg;MEN
38992;Boys;Apparel;Topwear;Jackets;Blue;Summer;2012;Casual;Gini and Jony Boys Rodeo Blue Jacket;38992.jpg;http://assets.myntassets.com/v1/images/style/properties/be512bf2eb7d12c1a9e85b59240a505d_images.jpg;MEN
